campaign_label,asin,product_hint,tactic,sum_of_spend,spend_share,total_budget,campaign_level_budget
VitalCore | NAC | Moved EX | B091FT9L27,B091FT9L27,VitalCore,Moved EX,8.12,0.01,178.0,1.12
VitalCore | NAC | NEW EXACT | B091FT9L27,B091FT9L27,VitalCore,NEW EXACT,96.92,0.07,178.0,13.32
VitalCore | NAC | PHRASE | B091FT9L27,B091FT9L27,VitalCore,PHRASE,41.8,0.03,178.0,5.74
VitalCore | NAC | PT - New | B091FT9L27,B091FT9L27,VitalCore,PT - New,56.21,0.04,178.0,7.72
VitalCore | NAC | PT | B091FT9L27,B091FT9L27,VitalCore,PT,9.19,0.01,178.0,1.26
VitalCore | NAC | PT 2 | B091FT9L27,B091FT9L27,VitalCore,PT 2,5.34,0.0,178.0,0.73
VitalCore | NAC | Self - PT | B091FT9L27,B091FT9L27,VitalCore,Self - PT,65.8,0.05,178.0,9.04
VitalCore | NAC | Single PT (Bandini) | B091FT9L27,B091FT9L27,VitalCore,Single PT (Bandini),2.89,0.0022,178.0,0.4
VitalCore | Vitamin D3 K2 2000 iu | 2KAG | B091GB1NP1,B091GB1NP1,VitalCore,2KAG,1890.67,0.48,352.0,168.97
VitalCore | Vitamin D3 K2 2000 iu | Auto | B091GB1NP1,B091GB1NP1,VitalCore,Auto,134.72,0.03,352.0,12.04
VitalCore | Vitamin D3 K2 2000 iu | BA EXACT | B091GB1NP1,B091GB1NP1,VitalCore,BA EXACT,194.52,0.05,352.0,17.38
VitalCore | Vitamin D3 K2 2000 iu | BROAD | B091GB1NP1,B091GB1NP1,VitalCore,BROAD,329.6,0.08,352.0,29.46
VitalCore | Vitamin D3 K2 2000 iu | EXACT | B091GB1NP1,B091GB1NP1,VitalCore,EXACT,4.72,0.0,352.0,0.42
VitalCore | Vitamin D3 K2 2000 iu | EXACT-1 | B091GB1NP1,B091GB1NP1,VitalCore,EXACT-1,1149.43,0.29,352.0,102.73
VitalCore | Vitamin D3 K2 2000 iu | PT 3 | B091GB1NP1,B091GB1NP1,VitalCore,PT 3,48.83,0.01,352.0,4.36
VitalCore | Vitamin D3 K2 2000 iu | PT| B091GB1NP1,B091GB1NP1,VitalCore,PT,186.14,0.05,352.0,16.64
VitalCore | Astaxanthin 12mg 180 Softgels | 2KAG | B0924NLC1W,B0924NLC1W,VitalCore,2KAG,480.13,0.73,81.0,58.93
VitalCore | Astaxanthin 12mg 180 Softgels | Auto | B0924NLC1W,B0924NLC1W,VitalCore,Auto,12.52,0.019,81.0,1.54
VitalCore | Astaxanthin 12mg 180 Softgels | BROAD | B0924NLC1W,B0924NLC1W,VitalCore,BROAD,7.75,0.01,81.0,0.95
VitalCore | Astaxanthin 12mg 180 Softgels | EXACT 1 | B0924NLC1W,B0924NLC1W,VitalCore,EXACT 1,10.49,0.02,81.0,1.29
VitalCore | Astaxanthin 12mg 180 Softgels | Moved Exact | B0924NLC1W,B0924NLC1W,VitalCore,Moved Exact,20.19,0.03,81.0,2.48
VitalCore | Astaxanthin 12mg 180 Softgels | PHRASE | B0924NLC1W,B0924NLC1W,VitalCore,PHRASE,11.95,0.02,81.0,1.47
VitalCore | Astaxanthin 12mg 180 Softgels | PT - 1 | B0924NLC1W,B0924NLC1W,VitalCore,PT - 1,17.4,0.0264,81.0,2.14
VitalCore | Astaxanthin 12mg 180 Softgels | PT - New | B0924NLC1W,B0924NLC1W,VitalCore,PT - New,1.25,0.0,81.0,0.15
VitalCore | Astaxanthin 12mg 180 Softgels | PT| B0924NLC1W,B0924NLC1W,VitalCore,PT,6.49,0.01,81.0,0.8
VitalCore | Astaxanthin 12mg 180 Softgels | SELF PT | B0924NLC1W,B0924NLC1W,VitalCore,SELF PT,51.45,0.08,81.0,6.32
VitalCore | Astaxanthin 12mg 180 Softgels | SQP | Exact | B0924NLC1W,B0924NLC1W,VitalCore,Exact,40.3,0.06,81.0,4.95
VitalCore | Creatine Tablet |  Auto : New | B0924PFYN9,B0924PFYN9,VitalCore,Auto : New,28.51,0.01,214.0,1.17
VitalCore | Creatine Tablet | 3KAG | B0924PFYN9,B0924PFYN9,VitalCore,3KAG,1762.98,0.34,214.0,72.05
VitalCore | Creatine Tablet | Moved Exact | B0924PFYN9,B0924PFYN9,VitalCore,Moved Exact,16.18,0.0,214.0,0.66
VitalCore | Creatine Tablet | PT- Tablet and Gelules | B0924PFYN9,B0924PFYN9,VitalCore,PT- Tablet and Gelules,715.89,0.14,214.0,29.26
VitalCore| Cratine Tablet | Powder PT-1 | B0924PFYN9,B0924PFYN9,VitalCore,Powder PT-1,105.01,0.02,214.0,4.29
VitalCore| Cratine Tablet | Powder PT-2 | B0924PFYN9,B0924PFYN9,VitalCore,Powder PT-2,12.64,0.0,214.0,0.52
VitalCore| Cratine Tablet | Single PT | Powder |B0924PFYN9,B0924PFYN9,VitalCore,Powder,420.0,0.08,214.0,17.16
VitalCore| Creatine Tablet | SKAG |B0924PFYN9,B0924PFYN9,VitalCore,SKAG,2152.35,0.411,214.0,87.96
VitalCore| Creatine Tablet | SQP | Broad | B0924PFYN9,B0924PFYN9,VitalCore,Broad,22.85,0.0,214.0,0.93
VitalCore | Selenium | AUTO | B0924Q1H5X,B0924Q1H5X,VitalCore,AUTO,15.01,0.02,123.0,1.99
VitalCore | Selenium | Broad | B0924Q1H5X,B0924Q1H5X,VitalCore,Broad,26.82,0.03,123.0,3.56
VitalCore | Selenium | Exact | B0924Q1H5X,B0924Q1H5X,VitalCore,Exact,35.05,0.0379,123.0,4.66
VitalCore | Selenium | Moved EX | B0924Q1H5X,B0924Q1H5X,VitalCore,Moved EX,86.89,0.09,123.0,11.55
VitalCore | Selenium | New - PT | B0924Q1H5X,B0924Q1H5X,VitalCore,New - PT,24.4,0.03,123.0,3.24
VitalCore | Selenium | Phrase new | B0924Q1H5X,B0924Q1H5X,VitalCore,Phrase new,0.0,0.0,123.0,0.0
VitalCore | Selenium | PT | B0924Q1H5X,B0924Q1H5X,VitalCore,PT,10.39,0.01,123.0,1.38
VitalCore | Selenium | Self PT | B0924Q1H5X,B0924Q1H5X,VitalCore,Self PT,131.9,0.14,123.0,17.53
VitalCore | Selenium | SKAG | B0924Q1H5X,B0924Q1H5X,VitalCore,SKAG,531.54,0.57,123.0,70.64
VitalCore | Selenium | SP CT | B0924Q1H5X,B0924Q1H5X,VitalCore,SP CT,63.52,0.07,123.0,8.44
VitalCore  | Iodine | PT Self | B0924Q6VTF,B0924Q6VTF,VitalCore,PT Self,163.69,0.1,104.0,10.05
VitalCore | Iodine | AUTO | B0924Q6VTF,B0924Q6VTF,VitalCore,AUTO,128.03,0.08,104.0,7.86
VitalCore | Iodine | Moved EX | B0924Q6VTF,B0924Q6VTF,VitalCore,Moved EX,166.0,0.1,104.0,10.2
VitalCore | Iodine | New EXACT | B0924Q6VTF,B0924Q6VTF,VitalCore,New EXACT,9.85,0.01,104.0,0.6
VitalCore | Iodine | Phrase | B0924Q6VTF,B0924Q6VTF,VitalCore,Phrase,68.25,0.04,104.0,4.19
VitalCore| Iodine | Broad | B0924Q6VTF,B0924Q6VTF,VitalCore,Broad,216.95,0.1281,104.0,13.33
VitalCore| Iodine | CT | B0924Q6VTF,B0924Q6VTF,VitalCore,CT,90.4,0.05,104.0,5.55
VitalCore| Iodine | EXACT-2 | B0924Q6VTF,B0924Q6VTF,VitalCore,EXACT-2,243.38,0.14,104.0,14.95
VitalCore| Iodine | PT - New | B0924Q6VTF,B0924Q6VTF,VitalCore,PT - New,41.61,0.02,104.0,2.56
VitalCore| Iodine | PT | B0924Q6VTF,B0924Q6VTF,VitalCore,PT,47.18,0.03,104.0,2.9
VitalCore| Iodine | SKAG | B0924Q6VTF,B0924Q6VTF,VitalCore,SKAG,517.89,0.31,104.0,31.81
VitalCore | Pro Bio Culture Complex 120 capsules | Auto | B092Q8SGPT,B092Q8SGPT,VitalCore,Auto,58.26,0.01,189.0,2.43
VitalCore | Pro Bio Culture Complex 120 capsules | Broad  | B092Q8SGPT,B092Q8SGPT,VitalCore,Broad,29.62,0.01,189.0,1.23
VitalCore | Pro Bio Culture Complex 120 capsules | Broad Modifier 2 KWs | B092Q8SGPT,B092Q8SGPT,VitalCore,Broad Modifier 2 KWs,39.05,0.01,189.0,1.63
VitalCore | Pro Bio Culture Complex 120 capsules | CT | B092Q8SGPT,B092Q8SGPT,VitalCore,CT,970.31,0.21,189.0,40.43
VitalCore | Pro Bio Culture Complex 120 capsules | exact | B092Q8SGPT,B092Q8SGPT,VitalCore,exact,1461.94,0.32,189.0,60.92
VitalCore | Pro Bio Culture Complex 120 capsules | Moved PT from CT | B092Q8SGPT,B092Q8SGPT,VitalCore,Moved PT from CT,2.55,0.0,189.0,0.11
VitalCore | Pro Bio Culture Complex 120 capsules | Moved PT From CT| B092Q8SGPT,B092Q8SGPT,VitalCore,Moved PT From CT,26.04,0.01,189.0,1.09
VitalCore | Pro Bio Culture Complex 120 capsules | PT new | B092Q8SGPT,B092Q8SGPT,VitalCore,PT new,126.43,0.0279,189.0,5.27
VitalCore | Pro Bio Culture Complex 120 capsules | PT Nutri&Co. | B092Q8SGPT,B092Q8SGPT,VitalCore,PT Nutri&Co.,44.67,0.01,189.0,1.86
VitalCore | Pro Bio Culture Complex 120 capsules | PT-New | B092Q8SGPT,B092Q8SGPT,VitalCore,PT-New,20.59,0.0,189.0,0.86
VitalCore | Pro Bio Culture Complex 120 capsules | PT-self | B092Q8SGPT,B092Q8SGPT,VitalCore,PT-self,143.87,0.03,189.0,6.0
VitalCore | Pro Bio Culture Complex 120 capsules | SKAG | U/D | B092Q8SGPT,B092Q8SGPT,VitalCore,U/D,1518.44,0.33,189.0,63.27
VitalCore | Pro Bio Culture Complex 120 capsules | SQP & Exact 2 | B092Q8SGPT,B092Q8SGPT,VitalCore,SQP & Exact 2,93.89,0.02,189.0,3.91
VitalCore | Choline | AUTO | B093SND46D,B093SND46D,VitalCore,AUTO,68.01,0.24,162.0,38.57
VitalCore | Choline | CT | B093SND46D,B093SND46D,VitalCore,CT,10.07,0.04,162.0,5.71
VitalCore | Choline | Exact | B093SND46D,B093SND46D,VitalCore,Exact,30.88,0.11,162.0,17.51
VitalCore | Choline | Phrase | B093SND46D,B093SND46D,VitalCore,Phrase,36.43,0.1275,162.0,20.66
VitalCore | Choline | PT-2 | B093SND46D,B093SND46D,VitalCore,PT-2,5.57,0.02,162.0,3.16
VitalCore | Choline | Self PT | B093SND46D,B093SND46D,VitalCore,Self PT,16.65,0.06,162.0,9.44
VitalCore | Choline | SKAG | B093SND46D,B093SND46D,VitalCore,SKAG,118.04,0.41,162.0,66.94
VitalCore | Iron Gummies | 2KAG | B098QJPDGL,B098QJPDGL,VitalCore,2KAG,21.06,0.0226,57.0,1.29
VitalCore | Iron Gummies | Auto New | B098QJPDGL,B098QJPDGL,VitalCore,Auto New,3.53,0.0,57.0,0.22
VitalCore | Iron Gummies | Broad | B098QJPDGL,B098QJPDGL,VitalCore,Broad,58.56,0.06,57.0,3.59
VitalCore | Iron gummies | CT Fer | B098QJPDGL,B098QJPDGL,VitalCore,CT Fer,151.59,0.16,57.0,9.29
VitalCore | Iron Gummies | Exact-1 | B098QJPDGL,B098QJPDGL,VitalCore,Exact-1,181.81,0.2,57.0,11.14
VitalCore | Iron Gummies | New PT | B098QJPDGL,B098QJPDGL,VitalCore,New PT,64.41,0.07,57.0,3.95
VitalCore | Iron Gummies | Phrase | B098QJPDGL,B098QJPDGL,VitalCore,Phrase,26.44,0.0284,57.0,1.62
VitalCore | Iron Gummies | PT-1 | B098QJPDGL,B098QJPDGL,VitalCore,PT-1,239.57,0.26,57.0,14.68
VitalCore | Iron Gummies | PT-2 | B098QJPDGL,B098QJPDGL,VitalCore,PT-2,53.77,0.06,57.0,3.29
VitalCore | Iron Gummies | PT-self | B098QJPDGL,B098QJPDGL,VitalCore,PT-self,12.01,0.01,57.0,0.74
VitalCore | Iron Gummies | SKAG | B098QJPDGL,B098QJPDGL,VitalCore,SKAG,117.52,0.13,57.0,7.2
VitalCore | Melatonin 1.9mg | 2KAG | B09WJBLCR3,B09WJBLCR3,VitalCore,2KAG,1526.94,0.72,160.0,115.27
VitalCore | Melatonin 1.9mg | Auto | B09WJBLCR3,B09WJBLCR3,VitalCore,Auto,29.46,0.01,160.0,2.22
VitalCore | Melatonin 1.9mg | Phrase | B09WJBLCR3,B09WJBLCR3,VitalCore,Phrase,52.07,0.02,160.0,3.93
VitalCore | Melatonin 1.9mg | PT 3 | B09WJBLCR3,B09WJBLCR3,VitalCore,PT 3,510.95,0.24,160.0,38.57
VitalCore| Organic Blond Psyllium Capsules |  Auto | Close |B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,Close,22.65,0.025,122.0,3.05
VitalCore| Organic Blond Psyllium Capsules |  PT-1 | B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,PT-1,10.24,0.01,122.0,1.38
VitalCore| Organic Blond Psyllium Capsules |  PT-2 | B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,PT-2,161.11,0.18,122.0,21.71
VitalCore| Organic Blond Psyllium Capsules | 3KAG |B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,3KAG,242.22,0.27,122.0,32.65
VitalCore| Organic Blond Psyllium Capsules | BROAD - Fiber | B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,BROAD - Fiber,38.65,0.04,122.0,5.21
VitalCore| Organic Blond Psyllium Capsules | BROAD | B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,BROAD,103.69,0.11,122.0,13.98
VitalCore| Organic Blond Psyllium Capsules | Exact-1 | B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,Exact-1,103.7,0.11,122.0,13.98
VitalCore| Organic Blond Psyllium Capsules | Exact-2 |B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,Exact-2,166.14,0.18,122.0,22.39
VitalCore| Organic Blond Psyllium Capsules | PT-1 | Powder | B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,Powder,5.0,0.01,122.0,0.67
VitalCore| Organic Blond Psyllium Capsules | Self PT |B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,Self PT,41.27,0.05,122.0,5.56
VitalCore|Organic Blond Psyllium Capsules | Phrase | B0B1QQNZ2S,B0B1QQNZ2S,VitalCore,Phrase,10.51,0.01,122.0,1.42
VitalCore | Organic Turmeric-DE Label | 3KAG| B0B252QTL4,B0B252QTL4,VitalCore,3KAG,35.54,0.03,27.0,0.85
VitalCore | Organic Turmeric-DE Label | AUTO | B0B252QTL4,B0B252QTL4,VitalCore,AUTO,16.88,0.02,27.0,0.41
VitalCore | Organic Turmeric-DE Label | Broad | B0B252QTL4,B0B252QTL4,VitalCore,Broad,33.33,0.03,27.0,0.8
VitalCore | Organic Turmeric-DE Label | CT | B0B252QTL4,B0B252QTL4,VitalCore,CT,18.56,0.02,27.0,0.45
VitalCore | Organic Turmeric-DE Label | EXACT | B0B252QTL4,B0B252QTL4,VitalCore,EXACT,37.15,0.033,27.0,0.89
VitalCore | Organic Turmeric-DE Label | Moved-EXACT | B0B252QTL4,B0B252QTL4,VitalCore,Moved-EXACT,726.66,0.65,27.0,17.45
VitalCore | Organic Turmeric-DE Label | Phrase | B0B252QTL4,B0B252QTL4,VitalCore,Phrase,70.57,0.06,27.0,1.69
VitalCore | Organic Turmeric-DE Label |PT - II| B0B252QTL4,B0B252QTL4,VitalCore,PT - II,59.56,0.05,27.0,1.43
VitalCore | Organic Turmeric-DE Label |PT| B0B252QTL4,B0B252QTL4,VitalCore,PT,61.41,0.05,27.0,1.47
VitalCore | Organic Turmeric-DE Label |Self - PT| B0B252QTL4,B0B252QTL4,VitalCore,Self - PT,35.83,0.03,27.0,0.86
VitalCore | Organic Turmeric-DE Label |Single - PT| B0B252QTL4,B0B252QTL4,VitalCore,Single - PT,28.93,0.03,27.0,0.69
VitalCore | Red Yeast Rice |  3KAG | B0B3RJ76ML,B0B3RJ76ML,VitalCore,3KAG,68.48,0.46,67.0,30.78
VitalCore | Red Yeast Rice | Exact  - Cerebro | B0B3RJ76ML,B0B3RJ76ML,VitalCore,Exact  - Cerebro,0.0,0.0,67.0,0.0
VitalCore | Red Yeast Rice | Exact - Benefits KWs | B0B3RJ76ML,B0B3RJ76ML,VitalCore,Exact - Benefits KWs,0.0,0.0,67.0,0.0
VitalCore | Red Yeast Rice | Exact-1 | B0B3RJ76ML,B0B3RJ76ML,VitalCore,Exact-1,25.41,0.17,67.0,11.42
VitalCore | Red Yeast Rice | New Auto | B0B3RJ76ML,B0B3RJ76ML,VitalCore,New Auto,6.0,0.04,67.0,2.7
VitalCore | Red Yeast Rice | PT - 1 | B0B3RJ76ML,B0B3RJ76ML,VitalCore,PT - 1,0.0,0.0,67.0,0.0
VitalCore | Red Yeast Rice | PT - New | B0B3RJ76ML,B0B3RJ76ML,VitalCore,PT - New,3.15,0.02,67.0,1.42
VitalCore |Red Yeast Rice| Broad Modifier | B0B3RJ76ML,B0B3RJ76ML,VitalCore,Broad Modifier,3.36,0.02,67.0,1.51
VitalCore |Red Yeast Rice| CT | B0B3RJ76ML,B0B3RJ76ML,VitalCore,CT,19.27,0.13,67.0,8.66
VitalCore |Red Yeast Rice| Phrase | B0B3RJ76ML,B0B3RJ76ML,VitalCore,Phrase,5.4,0.04,67.0,2.43
VitalCore |Red Yeast Rice| PT| B0B3RJ76ML,B0B3RJ76ML,VitalCore,PT,17.97,0.12,67.0,8.08
VitalCore | Vitamin K2 | Auto | B0B6Q6PN1M,B0B6Q6PN1M,VitalCore,Auto,14.8,0.01,118.0,1.41
VitalCore | Vitamin K2 | Broad | BA | B0B6Q6PN1M,B0B6Q6PN1M,VitalCore,BA,71.6,0.06,118.0,6.84
VitalCore | Vitamin K2 | CT : Vitamin K1 | B0B6Q6PN1M,B0B6Q6PN1M,VitalCore,CT : Vitamin K1,23.5,0.02,118.0,2.24
VitalCore | Vitamin K2 | Exact-1 | B0B6Q6PN1M,B0B6Q6PN1M,VitalCore,Exact-1,447.3,0.36,118.0,42.73
VitalCore | Vitamin K2 | PT-1 | B0B6Q6PN1M,B0B6Q6PN1M,VitalCore,PT-1,30.9,0.03,118.0,2.95
VitalCore | Vitamin K2 | PT-2 | B0B6Q6PN1M,B0B6Q6PN1M,VitalCore,PT-2,0.0,0.0,118.0,0.0
VitalCore | Vitamin K2 | self PT | B0B6Q6PN1M,B0B6Q6PN1M,VitalCore,self PT,647.15,0.52,118.0,61.82
VitalCore | Ginkgo Biloba 365 Tablets | 2KAG | B0B8SSJZVK,B0B8SSJZVK,VitalCore,2KAG,10.16,0.01,106.0,0.54
VitalCore | Ginkgo Biloba 365 Tablets | 3KAG | B0B8SSJZVK,B0B8SSJZVK,VitalCore,3KAG,1010.65,0.51,106.0,53.93
VitalCore | Ginkgo Biloba 365 Tablets | Auto | Ginkgo biloba | B0B8SSJZVK,B0B8SSJZVK,VitalCore,Ginkgo biloba,176.0,0.09,106.0,9.39
VitalCore | Ginkgo Biloba 365 Tablets | CT | Ginkgo biloba | B0B8SSJZVK,B0B8SSJZVK,VitalCore,Ginkgo biloba,12.82,0.01,106.0,0.68
VitalCore | Ginkgo Biloba 365 Tablets | Exact - powder | B0B8SSJZVK,B0B8SSJZVK,VitalCore,Exact - powder,0.66,0.0,106.0,0.04
VitalCore | Ginkgo Biloba 365 Tablets | EXACT - Tab | Ginkgo biloba | B0B8SSJZVK,B0B8SSJZVK,VitalCore,Ginkgo biloba,2.9,0.0,106.0,0.15
VitalCore | Ginkgo Biloba 365 Tablets | Exact-1 | B0B8SSJZVK,B0B8SSJZVK,VitalCore,Exact-1,142.15,0.07,106.0,7.59
VitalCore | Ginkgo Biloba 365 Tablets | Moved  | PT From CT  | B0B8SSJZVK,B0B8SSJZVK,VitalCore,PT From CT,50.49,0.03,106.0,2.69
VitalCore | Ginkgo Biloba 365 Tablets | Phrase | B0B8SSJZVK,B0B8SSJZVK,VitalCore,Phrase,69.08,0.03,106.0,3.69
VitalCore | Ginkgo Biloba 365 Tablets | PT | B0B8SSJZVK,B0B8SSJZVK,VitalCore,PT,469.72,0.24,106.0,25.06
VitalCore | Ginkgo Biloba 365 Tablets | PT | FBT/MBA | B0B8SSJZVK,B0B8SSJZVK,VitalCore,FBT/MBA,15.71,0.0079,106.0,0.84
VitalCore | Ginkgo Biloba 365 Tablets | PTFA | B0B8SSJZVK,B0B8SSJZVK,VitalCore,PTFA,5.33,0.0,106.0,0.28
VitalCore | Ginkgo Biloba 365 Tablets | Self - PT | Ginkgo biloba | B0B8SSJZVK,B0B8SSJZVK,VitalCore,Ginkgo biloba,6.07,0.0,106.0,0.32
VitalCore | Ginkgo Biloba 365 Tablets | SQP - EXACT| Ginkgo biloba | B0B8SSJZVK,B0B8SSJZVK,VitalCore,Ginkgo biloba,14.75,0.01,106.0,0.79
VitalCore| Probiotic Gummies | AUTO | B0B8SWNKD7,B0B8SWNKD7,VitalCore,AUTO,14.57,0.06,73.0,4.41
VitalCore| Probiotic Gummies | CT | B0B8SWNKD7,B0B8SWNKD7,VitalCore,CT,36.55,0.15,73.0,11.06
VitalCore| Probiotic Gummies | PT 2 | B0B8SWNKD7,B0B8SWNKD7,VitalCore,PT 2,27.01,0.11,73.0,8.17
VitalCore| Probiotic Gummies | Self PT | B0B8SWNKD7,B0B8SWNKD7,VitalCore,Self PT,7.61,0.03,73.0,2.3
VitalCore| Probiotic Gummies |EXACT 2 | B0B8SWNKD7,B0B8SWNKD7,VitalCore,EXACT 2,155.58,0.64,73.0,47.06
VitalCore | Milk thistle | 2 KAG | B0BSGZV1T9,B0BSGZV1T9,VitalCore,2 KAG,666.98,0.55,80.0,44.31
VitalCore | Milk thistle | Auto-1 | B0BSGZV1T9,B0BSGZV1T9,VitalCore,Auto-1,47.77,0.04,80.0,3.17
VitalCore | Milk thistle | Broad - Main Kws | B0BSGZV1T9,B0BSGZV1T9,VitalCore,Broad - Main Kws,122.83,0.102,80.0,8.16
VitalCore | Milk thistle | Broad SQP | B0BSGZV1T9,B0BSGZV1T9,VitalCore,Broad SQP,9.17,0.01,80.0,0.61
VitalCore | Milk thistle | EFB | B0BSGZV1T9,B0BSGZV1T9,VitalCore,EFB,6.14,0.01,80.0,0.41
VitalCore | Milk thistle | Exact-1 | B0BSGZV1T9,B0BSGZV1T9,VitalCore,Exact-1,122.76,0.1,80.0,8.16
VitalCore | Milk thistle | PT-1 | B0BSGZV1T9,B0BSGZV1T9,VitalCore,PT-1,138.21,0.11,80.0,9.18
VitalCore | Milk thistle | PT-2 | B0BSGZV1T9,B0BSGZV1T9,VitalCore,PT-2,53.91,0.04,80.0,3.58
VitalCore | Milk thistle | Self PT | B0BSGZV1T9,B0BSGZV1T9,VitalCore,Self PT,36.31,0.03,80.0,2.41
VitalCore| Vitamin C and Zinc 180 Tablets | 2KAG | B0BX6195RG,B0BX6195RG,VitalCore,2KAG,150.31,0.31,50.0,15.36
VitalCore| Vitamin C and Zinc 180 Tablets | Auto | B0BX6195RG,B0BX6195RG,VitalCore,Auto,11.31,0.02,50.0,1.16
VitalCore| Vitamin C and Zinc 180 Tablets | BROAD | B0BX6195RG,B0BX6195RG,VitalCore,BROAD,72.36,0.15,50.0,7.39
VitalCore| Vitamin C and Zinc 180 Tablets | CT | B0BX6195RG,B0BX6195RG,VitalCore,CT,114.39,0.23,50.0,11.69
VitalCore| Vitamin C and Zinc 180 Tablets | EFA | B0BX6195RG,B0BX6195RG,VitalCore,EFA,82.48,0.1685,50.0,8.43
VitalCore| Vitamin C and Zinc 180 Tablets | PHRASE | B0BX6195RG,B0BX6195RG,VitalCore,PHRASE,11.43,0.02,50.0,1.17
VitalCore| Vitamin C and Zinc 180 Tablets | PT - Gummies | B0BX6195RG,B0BX6195RG,VitalCore,PT - Gummies,7.57,0.02,50.0,0.77
VitalCore| Vitamin C and Zinc 180 Tablets | PT- Capsules | B0BX6195RG,B0BX6195RG,VitalCore,PT- Capsules,31.3,0.064,50.0,3.2
VitalCore| Vitamin C and Zinc 180 Tablets | Self PT | B0BX6195RG,B0BX6195RG,VitalCore,Self PT,8.26,0.02,50.0,0.84
MM | Omega 3-6-9 kids Gummies | AUTO | B0CB7ZDLXZ,B0CB7ZDLXZ,MM,AUTO,6.21,0.02,107.0,2.45
MM | Omega 3-6-9 kids Gummies | Exact | B0CB7ZDLXZ,B0CB7ZDLXZ,MM,Exact,36.01,0.13,107.0,14.23
MM | Omega 3-6-9 kids Gummies | Exact 1 | B0CB7ZDLXZ,B0CB7ZDLXZ,MM,Exact 1,42.58,0.16,107.0,16.82
MM | Omega 3-6-9 kids Gummies | kids PT | B0CB7ZDLXZ,B0CB7ZDLXZ,MM,kids PT,89.86,0.33,107.0,35.5
MM | Omega 3-6-9 kids Gummies | Phrase | B0CB7ZDLXZ,B0CB7ZDLXZ,MM,Phrase,61.33,0.23,107.0,24.23
MM | Omega 3-6-9 kids Gummies | Self - PT | B0CB7ZDLXZ,B0CB7ZDLXZ,MM,Self - PT,11.63,0.04,107.0,4.59
MM | Omega 3-6-9 kids Gummies | SKAG : Omega 3 Enfant | B0CB7ZDLXZ,B0CB7ZDLXZ,MM,SKAG : Omega 3 Enfant,23.21,0.09,107.0,9.17
VitalCore | Lion's Mane Mushroom | 3KAG |B0CCP8GG6X,B0CCP8GG6X,VitalCore,3KAG,447.61,0.28,102.0,28.42
VitalCore | Lion's Mane Mushroom | Auto 2.0 | B0CCP8GG6X,B0CCP8GG6X,VitalCore,Auto 2.0,34.59,0.02,102.0,2.2
VitalCore | Lion's Mane Mushroom | BROAD |B0CCP8GG6X,B0CCP8GG6X,VitalCore,BROAD,12.39,0.01,102.0,0.79
VitalCore | Lion's Mane Mushroom | CT |B0CCP8GG6X,B0CCP8GG6X,VitalCore,CT,32.61,0.02,102.0,2.07
VitalCore | Lion's Mane Mushroom | Exact - Moved KWs |B0CCP8GG6X,B0CCP8GG6X,VitalCore,Exact - Moved KWs,143.87,0.09,102.0,9.14
VitalCore | Lion's Mane Mushroom | Exact | SQP |B0CCP8GG6X,B0CCP8GG6X,VitalCore,SQP,53.62,0.03,102.0,3.4
VitalCore | Lion's Mane Mushroom | Exact |B0CCP8GG6X,B0CCP8GG6X,VitalCore,Exact,53.37,0.03,102.0,3.39
VitalCore | Lion's Mane Mushroom | NEW-PT | B0CCP8GG6X,B0CCP8GG6X,VitalCore,NEW-PT,70.53,0.04,102.0,4.48
VitalCore | Lion's Mane Mushroom | PHRASE |B0CCP8GG6X,B0CCP8GG6X,VitalCore,PHRASE,116.5,0.0725,102.0,7.4
VitalCore | Lion's Mane Mushroom | PT |B0CCP8GG6X,B0CCP8GG6X,VitalCore,PT,14.65,0.01,102.0,0.93
VitalCore | Lion's Mane Mushroom | PT-1 |B0CCP8GG6X,B0CCP8GG6X,VitalCore,PT-1,21.76,0.01,102.0,1.38
VitalCore | Lion's Mane Mushroom | SELF-PT | B0CCP8GG6X,B0CCP8GG6X,VitalCore,SELF-PT,80.48,0.05,102.0,5.11
VitalCore | Lion's Mane Mushroom | SINGLE - PT | B0CCP8GG6X,B0CCP8GG6X,VitalCore,SINGLE - PT,7.84,0.0,102.0,0.5
VitalCore | Lion's Mane Mushroom | SKAG |B0CCP8GG6X,B0CCP8GG6X,VitalCore,SKAG,516.6,0.32,102.0,32.8
VitalCore | Berberine 120 Capsules | AUTO New | B0CHRNR4QH,B0CHRNR4QH,VitalCore,AUTO New,324.16,0.12,200.0,23.52
VitalCore | Berberine 120 Capsules | Broad | B0CHRNR4QH,B0CHRNR4QH,VitalCore,Broad,179.0,0.06,200.0,12.99
VitalCore | Berberine 120 Capsules | CT  | B0CHRNR4QH,B0CHRNR4QH,VitalCore,CT,47.39,0.02,200.0,3.44
